"player_id","player_name","nickname","team_id","team_abbreviation","age","gp","w","l","w_pct","min","fgm","fga","fg_pct","fg3m","fg3a","fg3_pct","ftm","fta","ft_pct","oreb","dreb","reb","ast","tov","stl","blk","blka","pf","pfd","pts","plus_minus","nba_fantasy_pts","dd2","td3","wnba_fantasy_pts","gp_rank","w_rank","l_rank","w_pct_rank","min_rank","fgm_rank","fga_rank","fg_pct_rank","fg3m_rank","fg3a_rank","fg3_pct_rank","ftm_rank","fta_rank","ft_pct_rank","oreb_rank","dreb_rank","reb_rank","ast_rank","tov_rank","stl_rank","blk_rank","blka_rank","pf_rank","pfd_rank","pts_rank","plus_minus_rank","nba_fantasy_pts_rank","dd2_rank","td3_rank","wnba_fantasy_pts_rank","team_count"
1643530,"Aday Mara","Aday",1610612760,"OKC",21,2,0,2,0,22.7,4,8.5,0.471,0,0.5,0,1,2.5,0.4,1,5,6,2.5,4,0.5,3,0.5,1,4,10,-11.5,27.5,0,0,25.5,2,6,1,6,7,3,6,3,7,8,7,4,4,8,5,2,2,5,2,6,1,5,8,3,5,7,5,3,1,5,1
1642892,"Bennett Stirtz","Bennett",1610612760,"OKC",22,2,0,2,0,26.7,3.5,10,0.35,1.5,5,0.3,0.5,0.5,1,0,2.5,2.5,3.5,2.5,1.5,0,0.5,2.5,1,9.5,-20,19.8,0,0,20,2,6,1,6,3,5,3,5,3,2,4,7,8,1,8,6,7,4,4,3,7,5,5,7,6,8,6,3,1,6,1
1643409,"Cameron Boozer","Cameron",1610612763,"MEM",18,2,1,1,0.5,25.8,6.5,10,0.65,2.5,4,0.625,1,1.5,0.667,2,3.5,5.5,4,3,0.5,0,1,2,1,16.5,4.5,27.6,0,0,29.5,2,3,4,3,5,2,3,1,2,4,1,4,5,4,2,4,3,3,3,6,7,2,7,7,2,3,4,3,1,4,1
1643408,"Darryn Peterson","Darryn",1610612762,"UTA",19,2,2,0,1,27.6,9.5,18,0.528,3.5,8,0.438,2.5,3,0.833,1,2.5,3.5,7,5,1,1,0.5,2.5,6.5,26.5,0.5,42.2,1,0,44.5,2,1,8,1,1,1,1,2,1,1,2,2,3,3,5,6,6,1,1,5,3,5,5,1,1,4,1,1,1,1,1
1643539,"Henri Veesaar","Henri",1610612737,"ATL",22,3,2,1,0.667,19.5,2.3,5.7,0.412,1,3,0.333,0.3,0.7,0.5,1.3,3.7,5,1.7,2.3,0.3,0.3,1,3.3,2.7,6,-6.3,14.2,0,0,15,1,1,4,2,8,7,8,4,5,6,3,8,7,7,4,3,4,7,6,8,6,2,2,5,7,5,8,3,1,8,1
1643412,"Kingston Flemings","Kingston",1610612737,"ATL",19,2,1,1,0.5,27.1,4,13,0.308,1,3.5,0.286,2,3.5,0.571,1,0.5,1.5,7,1,2.5,1.5,1.5,4,5,13,13,36.3,0,0,30.5,2,3,4,3,2,3,2,7,5,5,6,3,1,6,5,8,8,1,8,1,2,1,1,2,4,1,3,3,1,3,1
1642923,"Otega Oweh","Otega",1610612760,"OKC",23,2,0,2,0,23.6,2,7,0.286,0,1,0,1,1.5,0.667,1.5,3,4.5,1.5,2,2,0.5,0.5,3,2.5,6,-10.5,19.2,0,0,17,2,6,1,6,6,8,7,8,7,7,7,4,5,4,3,5,5,8,7,2,4,5,3,6,7,6,7,3,1,7,1
1643544,"Zuby Ejiofor","Zuby",1610612737,"ATL",22,2,1,1,0.5,26.5,3.5,10,0.35,1.5,5,0.3,3,3.5,0.857,6.5,6.5,13,2.5,2.5,1.5,0.5,1,3,3,13.5,8.5,36.4,1,0,34.5,2,3,4,3,4,5,3,5,3,2,4,1,1,2,1,1,1,5,4,3,4,2,3,4,3,2,2,1,1,2,1
