"player_id","player_name","nickname","team_id","team_abbreviation","age","gp","w","l","w_pct","min","fgm","fga","fg_pct","fg3m","fg3a","fg3_pct","ftm","fta","ft_pct","oreb","dreb","reb","ast","tov","stl","blk","blka","pf","pfd","pts","plus_minus","nba_fantasy_pts","dd2","td3","wnba_fantasy_pts","gp_rank","w_rank","l_rank","w_pct_rank","min_rank","fgm_rank","fga_rank","fg_pct_rank","fg3m_rank","fg3a_rank","fg3_pct_rank","ftm_rank","fta_rank","ft_pct_rank","oreb_rank","dreb_rank","reb_rank","ast_rank","tov_rank","stl_rank","blk_rank","blka_rank","pf_rank","pfd_rank","pts_rank","plus_minus_rank","nba_fantasy_pts_rank","dd2_rank","td3_rank","wnba_fantasy_pts_rank","team_count"
1642846,"Ace Bailey","Ace",1610612762,"UTA",19,1,1,0,1,19.5,4,8,0.5,0,2,0,1,1,1,0,6,6,0,1,1,1,0,1,1,10,10,22.2,0,0,20,36,9,33,1,21,12,20,14,30,26,30,12,23,1,37,3,8,44,23,11,6,25,32,28,21,8,17,3,1,21,1
1643530,"Aday Mara","Aday",1610612760,"OKC",21,2,0,2,0,22.7,4,8.5,0.471,0,0.5,0,1,2.5,0.4,1,5,6,2.5,4,0.5,3,0.5,1,4,10,-11.5,27.5,0,0,25.5,1,36,1,36,16,12,19,20,30,36,30,12,10,32,17,5,8,12,2,24,1,16,32,6,21,41,9,3,1,11,1
1643208,"Anthony Pritchard","Anthony",1610612760,"OKC",23,2,0,2,0,14.9,2.5,4,0.625,0,0.5,0,1.5,2.5,0.6,0.5,1.5,2,1,1.5,1,0,0,1.5,3.5,6.5,5,11.9,0,0,11.5,1,36,1,36,37,28,35,9,30,36,30,11,10,27,26,30,31,30,16,11,21,25,27,8,30,16,35,3,1,33,1
1642854,"Asa Newell","Asa",1610612737,"ATL",20,2,1,1,0.5,27.8,5,11.5,0.435,1,4.5,0.222,2,3,0.667,2,4,6,3,1,1,0.5,1,1,2,14,16,29.2,0,0,27,1,9,10,18,2,5,6,26,18,13,27,7,6,19,6,9,8,7,23,11,14,6,32,18,8,4,7,3,1,8,1
1642892,"Bennett Stirtz","Bennett",1610612760,"OKC",22,2,0,2,0,26.7,3.5,10,0.35,1.5,5,0.3,0.5,0.5,1,0,2.5,2.5,3.5,2.5,1.5,0,0.5,2.5,1,9.5,-20,19.8,0,0,20,1,36,1,36,5,22,9,34,14,8,21,25,31,1,37,24,29,6,6,6,21,16,17,28,24,47,24,3,1,21,1
1642396,"Blake Hinson","Blake",1610612762,"UTA",26,2,2,0,1,23.4,4,9,0.444,2.5,7,0.357,0.5,1,0.5,1.5,1.5,3,1.5,0.5,1.5,0,0,3,2,11,-0.5,20.9,0,0,21,1,1,33,1,14,12,15,22,5,5,18,25,23,29,13,30,28,25,35,6,21,25,5,18,17,28,21,3,1,18,1
1643722,"Brendan Hausen","Brendan",1610612763,"MEM",22,2,1,1,0.5,5.3,1,3,0.333,1,3,0.333,0.5,0.5,1,0.5,0,0.5,0,0,0,0,0,0,0.5,4.5,-3,5.1,0,0,6,1,9,10,18,47,38,40,37,18,17,19,25,31,1,26,41,43,44,39,31,21,25,42,38,36,31,47,3,1,42,1
1642964,"Brooks Barnhizer","Brooks",1610612760,"OKC",24,2,0,2,0,24.1,3.5,10,0.35,0.5,2.5,0.2,1,1.5,0.667,2.5,7,9.5,2,1.5,0,0,1,1,1.5,8.5,-23.5,21.4,0,0,20.5,1,36,1,36,12,22,9,34,24,23,28,12,16,19,2,1,2,16,16,31,21,6,32,24,25,49,19,3,1,19,1
1643298,"Bryce Thompson","Bryce",1610612760,"OKC",24,1,0,1,0,16.1,4,9,0.444,0,0,0,3,4,0.75,0,0,0,0,0,0,0,1,0,6,12,2,12,0,0,12,36,36,10,36,32,12,15,22,30,42,30,2,2,17,37,41,45,44,39,31,21,6,42,2,15,23,34,3,1,31,1
1643409,"Cameron Boozer","Cameron",1610612763,"MEM",18,2,1,1,0.5,25.8,6.5,10,0.65,2.5,4,0.625,1,1.5,0.667,2,3.5,5.5,4,3,0.5,0,1,2,1,16.5,4.5,27.6,0,0,29.5,1,9,10,18,9,3,9,8,5,14,5,12,16,19,6,15,12,5,4,24,21,6,21,28,5,18,8,3,1,7,1
